Order No,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Month
4683,787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.07,4,8.814,185.094,2019-02-18,16:28,Ewallet,176.28,4.761904762,8.814,Good,February
4684,551-21-3069,C,Naypyitaw,Normal,Female,Electronic accessories,23.07,9,10.3815,218.0115,2019-02-01,11:27,Cash,207.63,4.761904762,10.3815,Bad,February
4685,189-98-2939,C,Naypyitaw,Normal,Male,Fashion accessories,78.55,9,35.3475,742.2975,2019-03-01,13:22,Cash,706.95,4.761904762,35.3475,Good,March
4686,704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,29.67,7,10.3845,218.0745,2019-03-11,18:58,Credit card,207.69,4.761904762,10.3845,Good,March
4687,603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,74.79,5,18.6975,392.6475,2019-01-10,11:34,Cash,373.95,4.761904762,18.6975,Bad,January
4688,428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.08,3,3.162,66.402,2019-02-09,10:25,Cash,63.24,4.761904762,3.162,Good,February
4689,174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99.37,2,9.937,208.677,2019-02-14,17:29,Cash,198.74,4.761904762,9.937,Average,February
4690,227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,78.13,10,39.065,820.365,2019-02-10,20:51,Cash,781.3,4.761904762,39.065,Bad,February
4691,796-12-2025,C,Naypyitaw,Normal,Male,Fashion accessories,62.12,10,31.06,652.26,2019-02-11,16:19,Cash,621.2,4.761904762,31.06,Average,February
4692,123-35-4896,C,Naypyitaw,Normal,Female,Sports and travel,46.66,9,20.997,440.937,2019-02-17,19:11,Ewallet,419.94,4.761904762,20.997,Average,February
4693,181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,69.33,2,6.933,145.593,2019-02-05,19:05,Ewallet,138.66,4.761904762,6.933,Good,February
4694,393-65-2792,C,Naypyitaw,Normal,Male,Food and beverages,89.48,10,44.74,939.54,2019-01-06,12:46,Credit card,894.8,4.761904762,44.74,Good,January
4695,320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,1.512,31.752,2019-03-04,15:44,Cash,30.24,4.761904762,1.512,Good,March
4696,632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,18.775,394.275,2019-03-08,20:01,Credit card,375.5,4.761904762,18.775,Good,March
4697,484-22-8230,C,Naypyitaw,Member,Female,Fashion accessories,51.89,7,18.1615,381.3915,2019-01-08,20:08,Cash,363.23,4.761904762,18.1615,Bad,January
4698,537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,70.99,10,35.495,745.395,2019-03-20,16:28,Cash,709.9,4.761904762,35.495,Average,March
4699,376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,2019-02-02,13:23,Ewallet,381.68,4.761904762,19.084,Average,February
4700,380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.188,276.948,2019-02-07,13:05,Credit card,263.76,4.761904762,13.188,Average,February
4701,538-22-0304,C,Naypyitaw,Normal,Male,Electronic accessories,64.95,10,32.475,681.975,2019-03-24,18:27,Cash,649.5,4.761904762,32.475,Average,March
4702,285-68-5083,C,Naypyitaw,Member,Female,Sports and travel,24.74,3,3.711,77.931,2019-02-15,17:47,Credit card,74.22,4.761904762,3.711,Good,February
4703,689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,46.77,6,14.031,294.651,2019-03-11,13:37,Cash,280.62,4.761904762,14.031,Average,March
4704,433-08-7822,C,Naypyitaw,Normal,Female,Health and beauty,78.89,7,27.6115,579.8415,2019-01-05,19:48,Ewallet,552.23,4.761904762,27.6115,Good,January
4705,821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,2019-03-07,14:53,Ewallet,65.8,4.761904762,3.29,Average,March
4706,142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,93.2,2,9.32,195.72,2019-02-28,18:37,Credit card,186.4,4.761904762,9.32,Average,February
4707,394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,2019-01-27,14:55,Ewallet,486.63,4.761904762,24.3315,Good,January
4708,284-54-4231,C,Naypyitaw,Member,Male,Sports and travel,80.93,1,4.0465,84.9765,2019-01-19,16:08,Credit card,80.93,4.761904762,4.0465,Good,January
4709,120-06-4233,C,Naypyitaw,Normal,Male,Electronic accessories,30.61,6,9.183,192.843,2019-03-12,20:36,Cash,183.66,4.761904762,9.183,Good,March
4710,362-58-8315,C,Naypyitaw,Normal,Male,Fashion accessories,76.52,5,19.13,401.73,2019-03-25,10:23,Cash,382.6,4.761904762,19.13,Good,March
4711,730-50-9884,C,Naypyitaw,Normal,Female,Sports and travel,83.06,7,29.071,610.491,2019-03-05,14:31,Ewallet,581.42,4.761904762,29.071,Bad,March
4712,541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.48,3,12.072,253.512,2019-02-15,12:31,Cash,241.44,4.761904762,12.072,Good,February
4713,755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,44.22,5,11.055,232.155,2019-03-05,17:07,Credit card,221.1,4.761904762,11.055,Good,March
4714,211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,17.41,5,4.3525,91.4025,2019-01-28,15:16,Credit card,87.05,4.761904762,4.3525,Bad,January
4715,503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,58.39,7,20.4365,429.1665,2019-02-23,19:49,Credit card,408.73,4.761904762,20.4365,Good,February
4716,808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,7.094,148.974,2019-03-14,17:22,Credit card,141.88,4.761904762,7.094,Average,March
4717,279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,12.54,1,0.627,13.167,2019-02-21,12:38,Cash,12.54,4.761904762,0.627,Good,February
4718,360-39-5055,C,Naypyitaw,Member,Male,Sports and travel,48.91,5,12.2275,256.7775,2019-03-09,10:17,Cash,244.55,4.761904762,12.2275,Average,March
4719,389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,2.9525,62.0025,2019-02-17,18:06,Cash,59.05,4.761904762,2.9525,Good,February
4720,787-56-0757,C,Naypyitaw,Member,Female,Food and beverages,80.36,4,16.072,337.512,2019-02-23,18:45,Credit card,321.44,4.761904762,16.072,Good,February
4721,413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories,51.47,1,2.5735,54.0435,2019-03-18,15:52,Ewallet,51.47,4.761904762,2.5735,Good,March
4722,480-63-2856,C,Naypyitaw,Normal,Male,Food and beverages,19.25,8,7.7,161.7,2019-01-23,18:37,Ewallet,154.0,4.761904762,7.7,Average,January
4723,660-29-7083,C,Naypyitaw,Normal,Male,Electronic accessories,55.87,10,27.935,586.635,2019-01-15,15:01,Cash,558.7,4.761904762,27.935,Average,January
4724,271-77-8740,C,Naypyitaw,Member,Female,Sports and travel,29.22,6,8.766,184.086,2019-01-01,11:40,Ewallet,175.32,4.761904762,8.766,Bad,January
4725,277-35-5865,C,Naypyitaw,Member,Female,Food and beverages,98.97,9,44.5365,935.2665,2019-03-09,11:23,Cash,890.73,4.761904762,44.5365,Average,March
4726,746-68-6593,C,Naypyitaw,Member,Female,Sports and travel,87.16,2,8.716,183.036,2019-01-11,14:29,Credit card,174.32,4.761904762,8.716,Good,January
4727,803-83-5989,C,Naypyitaw,Normal,Male,Home and lifestyle,55.73,6,16.719,351.099,2019-02-24,10:55,Ewallet,334.38,4.761904762,16.719,Average,February
4728,153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,74.89,4,14.978,314.538,2019-03-01,15:32,Ewallet,299.56,4.761904762,14.978,Bad,March
4729,477-59-2456,C,Naypyitaw,Normal,Female,Fashion accessories,45.44,7,15.904,333.984,2019-01-23,11:15,Cash,318.08,4.761904762,15.904,Good,January
4730,526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,2019-01-07,17:36,Cash,218.2,4.761904762,10.91,Good,January
4731,613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,14.36,10,7.18,150.78,2019-01-27,14:28,Cash,143.6,4.761904762,7.18,Average,January
4732,462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,2.661,55.881,2019-03-19,14:35,Cash,53.22,4.761904762,2.661,Bad,March
4733,512-91-0811,C,Naypyitaw,Normal,Male,Health and beauty,89.75,1,4.4875,94.2375,2019-02-06,20:05,Credit card,89.75,4.761904762,4.4875,Average,February
4734,728-47-9078,C,Naypyitaw,Member,Male,Food and beverages,59.59,4,11.918,250.278,2019-01-19,12:46,Cash,238.36,4.761904762,11.918,Good,January
4735,687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,21.12,2,2.112,44.352,2019-01-03,19:17,Cash,42.24,4.761904762,2.112,Good,January
4736,730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,21.033,441.693,2019-03-14,17:54,Ewallet,420.66,4.761904762,21.033,Average,March
4737,382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,2019-01-29,12:25,Cash,252.48,4.761904762,12.624,Good,January
4738,225-32-0908,C,Naypyitaw,Normal,Female,Sports and travel,44.86,10,22.43,471.03,2019-01-26,19:54,Ewallet,448.6,4.761904762,22.43,Good,January
4739,583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,37.06,4,7.412,155.652,2019-01-31,16:24,Ewallet,148.24,4.761904762,7.412,Good,January
4740,733-33-4967,C,Naypyitaw,Normal,Male,Electronic accessories,20.85,8,8.34,175.14,2019-03-03,19:17,Cash,166.8,4.761904762,8.34,Average,March
4741,474-33-8305,C,Naypyitaw,Member,Male,Fashion accessories,67.39,7,23.5865,495.3165,2019-03-23,13:23,Ewallet,471.73,4.761904762,23.5865,Average,March
4742,784-21-9238,C,Naypyitaw,Member,Male,Sports and travel,10.17,1,0.5085,10.6785,2019-02-07,14:15,Cash,10.17,4.761904762,0.5085,Average,February
4743,662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35.19,10,17.595,369.495,2019-03-17,19:06,Credit card,351.9,4.761904762,17.595,Good,March
4744,565-80-5980,C,Naypyitaw,Member,Female,Home and lifestyle,47.38,4,9.476,198.996,2019-01-23,10:25,Cash,189.52,4.761904762,9.476,Good,January
4745,595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,96.98,4,19.396,407.316,2019-02-06,17:20,Ewallet,387.92,4.761904762,19.396,Good,February
4746,821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,2019-03-07,14:53,Ewallet,65.8,4.761904762,3.29,Average,March
4747,883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,14.39,2,1.439,30.219,2019-03-02,19:44,Credit card,28.78,4.761904762,1.439,Good,March
4748,380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.188,276.948,2019-02-07,13:05,Credit card,263.76,4.761904762,13.188,Average,February
4749,544-32-5024,C,Naypyitaw,Member,Female,Food and beverages,49.79,4,9.958,209.118,2019-03-28,19:16,Credit card,199.16,4.761904762,9.958,Average,March
4750,719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,94.26,4,18.852,395.892,2019-03-12,16:30,Cash,377.04,4.761904762,18.852,Good,March
4751,462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,2.661,55.881,2019-03-19,14:35,Cash,53.22,4.761904762,2.661,Bad,March
4752,148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,6.06,127.26,2019-03-05,13:44,Credit card,121.2,4.761904762,6.06,Good,March
4753,883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,14.39,2,1.439,30.219,2019-03-02,19:44,Credit card,28.78,4.761904762,1.439,Good,March
4754,662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35.19,10,17.595,369.495,2019-03-17,19:06,Credit card,351.9,4.761904762,17.595,Good,March
4755,743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,95.49,7,33.4215,701.8515,2019-02-22,18:17,Ewallet,668.43,4.761904762,33.4215,Good,February
4756,211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,17.41,5,4.3525,91.4025,2019-01-28,15:16,Credit card,87.05,4.761904762,4.3525,Bad,January
4757,755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,44.22,5,11.055,232.155,2019-03-05,17:07,Credit card,221.1,4.761904762,11.055,Good,March
4758,416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,97.03,5,24.2575,509.4075,2019-01-30,16:24,Ewallet,485.15,4.761904762,24.2575,Good,January
4759,201-63-8275,C,Naypyitaw,Member,Female,Sports and travel,67.99,7,23.7965,499.7265,2019-02-17,16:50,Ewallet,475.93,4.761904762,23.7965,Average,February
4760,302-15-2162,C,Naypyitaw,Member,Male,Health and beauty,46.53,6,13.959,293.139,2019-03-03,10:54,Credit card,279.18,4.761904762,13.959,Bad,March
4761,556-86-3144,C,Naypyitaw,Member,Female,Fashion accessories,74.29,1,3.7145,78.0045,2019-01-13,19:30,Cash,74.29,4.761904762,3.7145,Bad,January
4762,471-06-8611,C,Naypyitaw,Normal,Female,Food and beverages,52.42,1,2.621,55.041,2019-02-06,10:22,Credit card,52.42,4.761904762,2.621,Average,February
4763,373-88-1424,C,Naypyitaw,Member,Male,Home and lifestyle,35.81,5,8.9525,188.0025,2019-02-06,18:44,Ewallet,179.05,4.761904762,8.9525,Good,February
4764,372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,5.955,125.055,2019-01-28,19:24,Ewallet,119.1,4.761904762,5.955,Average,January
4765,848-24-9445,C,Naypyitaw,Member,Male,Health and beauty,43.7,2,4.37,91.77,2019-03-26,18:03,Cash,87.4,4.761904762,4.37,Bad,March
4766,788-07-8452,C,Naypyitaw,Member,Female,Home and lifestyle,24.24,7,8.484,178.164,2019-01-27,17:38,Ewallet,169.68,4.761904762,8.484,Good,January
4767,699-01-4164,C,Naypyitaw,Normal,Male,Health and beauty,41.5,4,8.3,174.3,2019-03-12,19:58,Credit card,166.0,4.761904762,8.3,Good,March
4768,587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97.79,7,34.2265,718.7565,2019-02-16,17:30,Ewallet,684.53,4.761904762,34.2265,Bad,February
4769,883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,14.39,2,1.439,30.219,2019-03-02,19:44,Credit card,28.78,4.761904762,1.439,Good,March
4770,200-16-5952,C,Naypyitaw,Member,Male,Food and beverages,65.65,2,6.565,137.865,2019-01-17,16:46,Cash,131.3,4.761904762,6.565,Average,January
4771,236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,0.699,14.679,2019-02-04,13:38,Ewallet,13.98,4.761904762,0.699,Good,February
4772,651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,9.244,194.124,2019-03-12,20:04,Credit card,184.88,4.761904762,9.244,Average,March
4773,110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,39.43,6,11.829,248.409,2019-03-25,20:18,Credit card,236.58,4.761904762,11.829,Good,March
4774,662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35.19,10,17.595,369.495,2019-03-17,19:06,Credit card,351.9,4.761904762,17.595,Good,March
4775,210-67-5886,C,Naypyitaw,Member,Female,Health and beauty,98.21,3,14.7315,309.3615,2019-02-05,10:41,Credit card,294.63,4.761904762,14.7315,Good,February
4776,102-77-2261,C,Naypyitaw,Member,Male,Health and beauty,65.31,7,22.8585,480.0285,2019-03-05,18:02,Credit card,457.17,4.761904762,22.8585,Bad,March
4777,420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,71.39,5,17.8475,374.7975,2019-02-17,19:57,Credit card,356.95,4.761904762,17.8475,Average,February
4778,606-80-4905,C,Naypyitaw,Member,Female,Sports and travel,19.15,6,5.745,120.645,2019-01-29,10:01,Credit card,114.9,4.761904762,5.745,Average,January
4779,181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,69.33,2,6.933,145.593,2019-02-05,19:05,Ewallet,138.66,4.761904762,6.933,Good,February
4780,426-39-2418,C,Naypyitaw,Normal,Male,Electronic accessories,61.41,7,21.4935,451.3635,2019-01-14,10:02,Cash,429.87,4.761904762,21.4935,Good,January
4781,102-06-2002,C,Naypyitaw,Member,Male,Sports and travel,25.25,5,6.3125,132.5625,2019-03-20,17:52,Cash,126.25,4.761904762,6.3125,Average,March
4782,859-97-6048,C,Naypyitaw,Member,Male,Electronic accessories,84.25,2,8.425,176.925,2019-03-26,14:13,Credit card,168.5,4.761904762,8.425,Average,March
4783,861-77-0145,C,Naypyitaw,Member,Male,Electronic accessories,81.97,10,40.985,860.685,2019-03-03,14:30,Cash,819.7,4.761904762,40.985,Good,March
4784,759-98-4285,C,Naypyitaw,Member,Female,Health and beauty,85.87,7,30.0545,631.1445,2019-02-27,19:01,Credit card,601.09,4.761904762,30.0545,Good,February
4785,649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,22.93,9,10.3185,216.6885,2019-02-26,20:26,Cash,206.37,4.761904762,10.3185,Average,February
4786,735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,48.61,1,2.4305,51.0405,2019-02-25,15:31,Cash,48.61,4.761904762,2.4305,Bad,February
4787,750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,9.076,190.596,2019-01-08,13:48,Credit card,181.52,4.761904762,9.076,Good,January
4788,549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,17.04,4,3.408,71.568,2019-03-08,20:15,Ewallet,68.16,4.761904762,3.408,Average,March
4789,558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,9.7475,204.6975,2019-03-14,17:20,Ewallet,194.95,4.761904762,9.7475,Average,March
4790,362-58-8315,C,Naypyitaw,Normal,Male,Fashion accessories,76.52,5,19.13,401.73,2019-03-25,10:23,Cash,382.6,4.761904762,19.13,Good,March
4791,257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,82.93,4,16.586,348.306,2019-01-20,16:51,Ewallet,331.72,4.761904762,16.586,Good,January
4792,730-50-9884,C,Naypyitaw,Normal,Female,Sports and travel,83.06,7,29.071,610.491,2019-03-05,14:31,Ewallet,581.42,4.761904762,29.071,Bad,March
4793,751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,99.24,9,44.658,937.818,2019-03-19,19:09,Ewallet,893.16,4.761904762,44.658,Good,March
4794,380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.188,276.948,2019-02-07,13:05,Credit card,263.76,4.761904762,13.188,Average,February
4795,787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.07,4,8.814,185.094,2019-02-18,16:28,Ewallet,176.28,4.761904762,8.814,Good,February
4796,360-39-5055,C,Naypyitaw,Member,Male,Sports and travel,48.91,5,12.2275,256.7775,2019-03-09,10:17,Cash,244.55,4.761904762,12.2275,Average,March
4797,787-56-0757,C,Naypyitaw,Member,Female,Food and beverages,80.36,4,16.072,337.512,2019-02-23,18:45,Credit card,321.44,4.761904762,16.072,Good,February
4798,480-63-2856,C,Naypyitaw,Normal,Male,Food and beverages,19.25,8,7.7,161.7,2019-01-23,18:37,Ewallet,154.0,4.761904762,7.7,Average,January
4799,593-65-1552,C,Naypyitaw,Normal,Female,Home and lifestyle,69.81,4,13.962,293.202,2019-01-28,20:50,Credit card,279.24,4.761904762,13.962,Average,January
4800,541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.48,3,12.072,253.512,2019-02-15,12:31,Cash,241.44,4.761904762,12.072,Good,February
4801,574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,43.27,2,4.327,90.867,2019-03-08,16:53,Ewallet,86.54,4.761904762,4.327,Average,March
4802,801-88-0346,C,Naypyitaw,Normal,Female,Fashion accessories,76.06,3,11.409,239.589,2019-01-05,20:30,Credit card,228.18,4.761904762,11.409,Good,January
4803,727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,5.768,121.128,2019-03-29,14:44,Cash,115.36,4.761904762,5.768,Average,March
4804,779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.4305,93.0405,2019-01-19,10:21,Cash,88.61,4.761904762,4.4305,Good,January
4805,489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,0.814,17.094,2019-03-09,15:36,Cash,16.28,4.761904762,0.814,Bad,March
4806,446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9.982,209.622,2019-01-02,18:09,Credit card,199.64,4.761904762,9.982,Average,January
4807,271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.21,10,48.605,1020.705,2019-02-08,13:00,Credit card,972.1,4.761904762,48.605,Good,February
4808,740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,12.6075,264.7575,2019-01-23,13:29,Cash,252.15,4.761904762,12.6075,Good,January
4809,266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,38.6,3,5.79,121.59,2019-03-28,13:57,Ewallet,115.8,4.761904762,5.79,Good,March
4810,286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages,87.8,9,39.51,829.71,2019-03-16,19:08,Cash,790.2,4.761904762,39.51,Good,March
4811,225-98-1496,C,Naypyitaw,Normal,Female,Fashion accessories,27.02,3,4.053,85.113,2019-03-02,13:01,Credit card,81.06,4.761904762,4.053,Good,March
4812,237-01-6122,C,Naypyitaw,Member,Female,Home and lifestyle,80.79,9,36.3555,763.4655,2019-02-01,20:31,Credit card,727.11,4.761904762,36.3555,Good,February
4813,186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81.51,1,4.0755,85.5855,2019-01-22,10:57,Ewallet,81.51,4.761904762,4.0755,Good,January
4814,211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,51.92,5,12.98,272.58,2019-03-03,13:42,Cash,259.6,4.761904762,12.98,Good,March
4815,283-26-5248,C,Naypyitaw,Member,Female,Food and beverages,98.52,10,49.26,1034.46,2019-01-30,20:23,Ewallet,985.2,4.761904762,49.26,Bad,January
4816,227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,78.13,10,39.065,820.365,2019-02-10,20:51,Cash,781.3,4.761904762,39.065,Bad,February
4817,870-72-4431,C,Naypyitaw,Normal,Female,Health and beauty,99.19,6,29.757,624.897,2019-01-21,14:42,Credit card,595.14,4.761904762,29.757,Average,January
4818,622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.971,41.391,2019-01-18,15:08,Cash,39.42,4.761904762,1.971,Good,January
4819,272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,41.24,4,8.248,173.208,2019-02-19,16:23,Cash,164.96,4.761904762,8.248,Good,February
4820,732-94-0499,C,Naypyitaw,Normal,Female,Electronic accessories,41.65,10,20.825,437.325,2019-01-13,17:04,Credit card,416.5,4.761904762,20.825,Average,January
